fund_name,date,nav
Parag Parikh Flexi Cap Fund - Direct Growth,04-11-2020,32.87610
Parag Parikh Flexi Cap Fund - Direct Growth,03-11-2020,32.67610
Parag Parikh Flexi Cap Fund - Direct Growth,02-11-2020,32.43940
Parag Parikh Flexi Cap Fund - Direct Growth,30-10-2020,32.59990
Parag Parikh Flexi Cap Fund - Direct Growth,29-10-2020,32.27510
Parag Parikh Flexi Cap Fund - Direct Growth,28-10-2020,32.93170
Parag Parikh Flexi Cap Fund - Direct Growth,27-10-2020,33.00210
Parag Parikh Flexi Cap Fund - Direct Growth,26-10-2020,33.12700
Parag Parikh Flexi Cap Fund - Direct Growth,23-10-2020,33.30300
Parag Parikh Flexi Cap Fund - Direct Growth,22-10-2020,33.19760
Parag Parikh Flexi Cap Fund - Direct Growth,21-10-2020,33.12400
Parag Parikh Flexi Cap Fund - Direct Growth,20-10-2020,33.06470
Parag Parikh Flexi Cap Fund - Direct Growth,19-10-2020,33.34350
Parag Parikh Flexi Cap Fund - Direct Growth,16-10-2020,33.41930
Parag Parikh Flexi Cap Fund - Direct Growth,15-10-2020,33.38890
Parag Parikh Flexi Cap Fund - Direct Growth,14-10-2020,33.97800
Parag Parikh Flexi Cap Fund - Direct Growth,13-10-2020,33.87510
Parag Parikh Flexi Cap Fund - Direct Growth,12-10-2020,33.53430
Parag Parikh Flexi Cap Fund - Direct Growth,09-10-2020,33.27530
Parag Parikh Flexi Cap Fund - Direct Growth,08-10-2020,33.17450
Parag Parikh Flexi Cap Fund - Direct Growth,07-10-2020,32.84830
Parag Parikh Flexi Cap Fund - Direct Growth,06-10-2020,33.16640
Parag Parikh Flexi Cap Fund - Direct Growth,05-10-2020,32.98080
Parag Parikh Flexi Cap Fund - Direct Growth,01-10-2020,32.97930
Parag Parikh Flexi Cap Fund - Direct Growth,30-09-2020,32.93110
Parag Parikh Flexi Cap Fund - Direct Growth,29-09-2020,32.80380
Parag Parikh Flexi Cap Fund - Direct Growth,28-09-2020,32.61510
Parag Parikh Flexi Cap Fund - Direct Growth,25-09-2020,31.71580
Parag Parikh Flexi Cap Fund - Direct Growth,24-09-2020,31.25780
Parag Parikh Flexi Cap Fund - Direct Growth,23-09-2020,32.13090
Parag Parikh Flexi Cap Fund - Direct Growth,22-09-2020,31.70720
Parag Parikh Flexi Cap Fund - Direct Growth,21-09-2020,31.89820
Parag Parikh Flexi Cap Fund - Direct Growth,18-09-2020,32.73710
Parag Parikh Flexi Cap Fund - Direct Growth,17-09-2020,32.61920
Parag Parikh Flexi Cap Fund - Direct Growth,16-09-2020,32.77550
Parag Parikh Flexi Cap Fund - Direct Growth,15-09-2020,32.52420
Parag Parikh Flexi Cap Fund - Direct Growth,14-09-2020,32.20250
Parag Parikh Flexi Cap Fund - Direct Growth,11-09-2020,31.60670
Parag Parikh Flexi Cap Fund - Direct Growth,10-09-2020,31.75390
Parag Parikh Flexi Cap Fund - Direct Growth,09-09-2020,31.41410
Parag Parikh Flexi Cap Fund - Direct Growth,08-09-2020,31.78210
Parag Parikh Flexi Cap Fund - Direct Growth,07-09-2020,31.92780
Parag Parikh Flexi Cap Fund - Direct Growth,04-09-2020,32.17760
Parag Parikh Flexi Cap Fund - Direct Growth,03-09-2020,32.98830
Parag Parikh Flexi Cap Fund - Direct Growth,02-09-2020,32.74390
Parag Parikh Flexi Cap Fund - Direct Growth,01-09-2020,32.38920
Parag Parikh Flexi Cap Fund - Direct Growth,31-08-2020,32.38320
Parag Parikh Flexi Cap Fund - Direct Growth,28-08-2020,33.01750
Parag Parikh Flexi Cap Fund - Direct Growth,27-08-2020,33.15460
Parag Parikh Flexi Cap Fund - Direct Growth,26-08-2020,32.83340
Parag Parikh Flexi Cap Fund - Direct Growth,25-08-2020,32.38060
Parag Parikh Flexi Cap Fund - Direct Growth,24-08-2020,32.47250
Parag Parikh Flexi Cap Fund - Direct Growth,21-08-2020,32.26250
Parag Parikh Flexi Cap Fund - Direct Growth,20-08-2020,31.87930
Parag Parikh Flexi Cap Fund - Direct Growth,19-08-2020,32.02650
Parag Parikh Flexi Cap Fund - Direct Growth,18-08-2020,31.76390
Parag Parikh Flexi Cap Fund - Direct Growth,17-08-2020,31.55960
Parag Parikh Flexi Cap Fund - Direct Growth,14-08-2020,31.48280
Parag Parikh Flexi Cap Fund - Direct Growth,13-08-2020,31.71060
Parag Parikh Flexi Cap Fund - Direct Growth,12-08-2020,31.41010
Parag Parikh Flexi Cap Fund - Direct Growth,11-08-2020,31.56360
Parag Parikh Flexi Cap Fund - Direct Growth,10-08-2020,31.54010
Parag Parikh Flexi Cap Fund - Direct Growth,07-08-2020,31.38960
Parag Parikh Flexi Cap Fund - Direct Growth,06-08-2020,31.17400
Parag Parikh Flexi Cap Fund - Direct Growth,05-08-2020,30.93610
Parag Parikh Flexi Cap Fund - Direct Growth,04-08-2020,30.87210
Parag Parikh Flexi Cap Fund - Direct Growth,03-08-2020,30.61110
Parag Parikh Flexi Cap Fund - Direct Growth,31-07-2020,30.51710
Parag Parikh Flexi Cap Fund - Direct Growth,30-07-2020,30.27440
Parag Parikh Flexi Cap Fund - Direct Growth,29-07-2020,30.27340
Parag Parikh Flexi Cap Fund - Direct Growth,28-07-2020,30.49840
Parag Parikh Flexi Cap Fund - Direct Growth,27-07-2020,30.10980
Parag Parikh Flexi Cap Fund - Direct Growth,24-07-2020,30.11720
Parag Parikh Flexi Cap Fund - Direct Growth,23-07-2020,30.18150
Parag Parikh Flexi Cap Fund - Direct Growth,22-07-2020,30.07440
Parag Parikh Flexi Cap Fund - Direct Growth,21-07-2020,30.26300
Parag Parikh Flexi Cap Fund - Direct Growth,20-07-2020,29.97230
Parag Parikh Flexi Cap Fund - Direct Growth,17-07-2020,29.74060
Parag Parikh Flexi Cap Fund - Direct Growth,16-07-2020,29.59010
Parag Parikh Flexi Cap Fund - Direct Growth,15-07-2020,29.45810
Parag Parikh Flexi Cap Fund - Direct Growth,14-07-2020,29.20220
Parag Parikh Flexi Cap Fund - Direct Growth,13-07-2020,29.53110
Parag Parikh Flexi Cap Fund - Direct Growth,10-07-2020,29.54540
Parag Parikh Flexi Cap Fund - Direct Growth,09-07-2020,29.57340
Parag Parikh Flexi Cap Fund - Direct Growth,08-07-2020,29.42380
Parag Parikh Flexi Cap Fund - Direct Growth,07-07-2020,29.49290
Parag Parikh Flexi Cap Fund - Direct Growth,06-07-2020,28.96000
Parag Parikh Flexi Cap Fund - Direct Growth,03-07-2020,28.70900
Parag Parikh Flexi Cap Fund - Direct Growth,02-07-2020,28.61040
Parag Parikh Flexi Cap Fund - Direct Growth,01-07-2020,28.17440
Parag Parikh Flexi Cap Fund - Direct Growth,30-06-2020,27.78010
Parag Parikh Flexi Cap Fund - Direct Growth,29-06-2020,27.85880
Parag Parikh Flexi Cap Fund - Direct Growth,26-06-2020,28.22530
Parag Parikh Flexi Cap Fund - Direct Growth,25-06-2020,28.09560
Parag Parikh Flexi Cap Fund - Direct Growth,24-06-2020,28.23200
Parag Parikh Flexi Cap Fund - Direct Growth,23-06-2020,28.28020
Parag Parikh Flexi Cap Fund - Direct Growth,22-06-2020,27.87060
Parag Parikh Flexi Cap Fund - Direct Growth,19-06-2020,27.51940
Parag Parikh Flexi Cap Fund - Direct Growth,18-06-2020,27.40420
Parag Parikh Flexi Cap Fund - Direct Growth,17-06-2020,27.16510
Parag Parikh Flexi Cap Fund - Direct Growth,16-06-2020,26.98750
Parag Parikh Flexi Cap Fund - Direct Growth,15-06-2020,26.88130
Parag Parikh Flexi Cap Fund - Direct Growth,12-06-2020,26.99210
Parag Parikh Flexi Cap Fund - Direct Growth,11-06-2020,27.34090
Parag Parikh Flexi Cap Fund - Direct Growth,10-06-2020,27.56080
Parag Parikh Flexi Cap Fund - Direct Growth,09-06-2020,27.39050
Parag Parikh Flexi Cap Fund - Direct Growth,08-06-2020,27.42180
Parag Parikh Flexi Cap Fund - Direct Growth,05-06-2020,27.13270
Parag Parikh Flexi Cap Fund - Direct Growth,04-06-2020,26.96780
Parag Parikh Flexi Cap Fund - Direct Growth,03-06-2020,26.92790
Parag Parikh Flexi Cap Fund - Direct Growth,02-06-2020,26.85590
Parag Parikh Flexi Cap Fund - Direct Growth,01-06-2020,26.44840
Parag Parikh Flexi Cap Fund - Direct Growth,29-05-2020,26.17200
Parag Parikh Flexi Cap Fund - Direct Growth,28-05-2020,26.00390
Parag Parikh Flexi Cap Fund - Direct Growth,27-05-2020,25.79780
Parag Parikh Flexi Cap Fund - Direct Growth,26-05-2020,25.32220
Parag Parikh Flexi Cap Fund - Direct Growth,22-05-2020,25.18260
Parag Parikh Flexi Cap Fund - Direct Growth,21-05-2020,25.31090
Parag Parikh Flexi Cap Fund - Direct Growth,20-05-2020,24.81260
Parag Parikh Flexi Cap Fund - Direct Growth,19-05-2020,24.63820
Parag Parikh Flexi Cap Fund - Direct Growth,18-05-2020,24.42260
Parag Parikh Flexi Cap Fund - Direct Growth,15-05-2020,24.87030
Parag Parikh Flexi Cap Fund - Direct Growth,14-05-2020,24.86370
Parag Parikh Flexi Cap Fund - Direct Growth,13-05-2020,25.09820
Parag Parikh Flexi Cap Fund - Direct Growth,12-05-2020,24.97680
Parag Parikh Flexi Cap Fund - Direct Growth,11-05-2020,24.68180
Parag Parikh Flexi Cap Fund - Direct Growth,08-05-2020,24.40680
Parag Parikh Flexi Cap Fund - Direct Growth,07-05-2020,24.41830
Parag Parikh Flexi Cap Fund - Direct Growth,06-05-2020,24.38920
Parag Parikh Flexi Cap Fund - Direct Growth,05-05-2020,24.06040
Parag Parikh Flexi Cap Fund - Direct Growth,04-05-2020,24.13390
Parag Parikh Flexi Cap Fund - Direct Growth,30-04-2020,24.95360
Parag Parikh Flexi Cap Fund - Direct Growth,29-04-2020,24.39010
Parag Parikh Flexi Cap Fund - Direct Growth,28-04-2020,24.36080
Parag Parikh Flexi Cap Fund - Direct Growth,27-04-2020,24.20140
Parag Parikh Flexi Cap Fund - Direct Growth,24-04-2020,23.92950
Parag Parikh Flexi Cap Fund - Direct Growth,23-04-2020,23.97240
Parag Parikh Flexi Cap Fund - Direct Growth,22-04-2020,23.64750
Parag Parikh Flexi Cap Fund - Direct Growth,21-04-2020,23.80370
Parag Parikh Flexi Cap Fund - Direct Growth,20-04-2020,24.39510
Parag Parikh Flexi Cap Fund - Direct Growth,17-04-2020,24.43950
Parag Parikh Flexi Cap Fund - Direct Growth,16-04-2020,23.84180
Parag Parikh Flexi Cap Fund - Direct Growth,15-04-2020,23.77470
Parag Parikh Flexi Cap Fund - Direct Growth,13-04-2020,23.54960
Parag Parikh Flexi Cap Fund - Direct Growth,09-04-2020,23.61910
Parag Parikh Flexi Cap Fund - Direct Growth,08-04-2020,22.85690
Parag Parikh Flexi Cap Fund - Direct Growth,07-04-2020,22.56870
Parag Parikh Flexi Cap Fund - Direct Growth,03-04-2020,21.26030
Parag Parikh Flexi Cap Fund - Direct Growth,01-04-2020,21.52110
Parag Parikh Flexi Cap Fund - Direct Growth,31-03-2020,21.85870
Parag Parikh Flexi Cap Fund - Direct Growth,30-03-2020,21.27700
Parag Parikh Flexi Cap Fund - Direct Growth,27-03-2020,21.85450
Parag Parikh Flexi Cap Fund - Direct Growth,26-03-2020,21.44230
Parag Parikh Flexi Cap Fund - Direct Growth,25-03-2020,21.14600
Parag Parikh Flexi Cap Fund - Direct Growth,24-03-2020,20.15550
Parag Parikh Flexi Cap Fund - Direct Growth,23-03-2020,20.20320
Parag Parikh Flexi Cap Fund - Direct Growth,20-03-2020,22.09540
Parag Parikh Flexi Cap Fund - Direct Growth,19-03-2020,21.76930
Parag Parikh Flexi Cap Fund - Direct Growth,18-03-2020,22.38250
Parag Parikh Flexi Cap Fund - Direct Growth,17-03-2020,22.79800
Parag Parikh Flexi Cap Fund - Direct Growth,16-03-2020,23.68100
Parag Parikh Flexi Cap Fund - Direct Growth,13-03-2020,24.17840
Parag Parikh Flexi Cap Fund - Direct Growth,12-03-2020,24.52510
Parag Parikh Flexi Cap Fund - Direct Growth,11-03-2020,26.00180
Parag Parikh Flexi Cap Fund - Direct Growth,09-03-2020,25.97590
Parag Parikh Flexi Cap Fund - Direct Growth,06-03-2020,26.82200
Parag Parikh Flexi Cap Fund - Direct Growth,05-03-2020,27.45860
Parag Parikh Flexi Cap Fund - Direct Growth,04-03-2020,27.21930
Parag Parikh Flexi Cap Fund - Direct Growth,03-03-2020,27.57500
Parag Parikh Flexi Cap Fund - Direct Growth,02-03-2020,27.09620
Parag Parikh Flexi Cap Fund - Direct Growth,28-02-2020,27.19630
Parag Parikh Flexi Cap Fund - Direct Growth,27-02-2020,27.99380
Parag Parikh Flexi Cap Fund - Direct Growth,26-02-2020,27.97580
Parag Parikh Flexi Cap Fund - Direct Growth,25-02-2020,28.37800
Parag Parikh Flexi Cap Fund - Direct Growth,24-02-2020,28.81300
Parag Parikh Flexi Cap Fund - Direct Growth,20-02-2020,29.25080
Parag Parikh Flexi Cap Fund - Direct Growth,19-02-2020,29.27070
Parag Parikh Flexi Cap Fund - Direct Growth,18-02-2020,29.06140
Parag Parikh Flexi Cap Fund - Direct Growth,17-02-2020,29.17460
Parag Parikh Flexi Cap Fund - Direct Growth,14-02-2020,29.13330
Parag Parikh Flexi Cap Fund - Direct Growth,13-02-2020,29.29670
Parag Parikh Flexi Cap Fund - Direct Growth,12-02-2020,29.26450
Parag Parikh Flexi Cap Fund - Direct Growth,11-02-2020,29.22200
Parag Parikh Flexi Cap Fund - Direct Growth,10-02-2020,29.01090
Parag Parikh Flexi Cap Fund - Direct Growth,07-02-2020,29.08180
Parag Parikh Flexi Cap Fund - Direct Growth,06-02-2020,28.97540
Parag Parikh Flexi Cap Fund - Direct Growth,05-02-2020,28.90400
Parag Parikh Flexi Cap Fund - Direct Growth,04-02-2020,28.79750
Parag Parikh Flexi Cap Fund - Direct Growth,03-02-2020,28.27360
Parag Parikh Flexi Cap Fund - Direct Growth,31-01-2020,28.43600
Parag Parikh Flexi Cap Fund - Direct Growth,30-01-2020,28.47360
Parag Parikh Flexi Cap Fund - Direct Growth,29-01-2020,28.49580
Parag Parikh Flexi Cap Fund - Direct Growth,28-01-2020,28.28310
Parag Parikh Flexi Cap Fund - Direct Growth,27-01-2020,28.38130
Parag Parikh Flexi Cap Fund - Direct Growth,24-01-2020,28.58220
Parag Parikh Flexi Cap Fund - Direct Growth,23-01-2020,28.60180
Parag Parikh Flexi Cap Fund - Direct Growth,22-01-2020,28.49560
Parag Parikh Flexi Cap Fund - Direct Growth,21-01-2020,28.45580
Parag Parikh Flexi Cap Fund - Direct Growth,20-01-2020,28.49980
Parag Parikh Flexi Cap Fund - Direct Growth,17-01-2020,28.52850
Parag Parikh Flexi Cap Fund - Direct Growth,16-01-2020,28.40770
Parag Parikh Flexi Cap Fund - Direct Growth,15-01-2020,28.35990
Parag Parikh Flexi Cap Fund - Direct Growth,14-01-2020,28.28530
Parag Parikh Flexi Cap Fund - Direct Growth,13-01-2020,28.08950
Parag Parikh Flexi Cap Fund - Direct Growth,10-01-2020,28.07760
Parag Parikh Flexi Cap Fund - Direct Growth,09-01-2020,28.01640
Parag Parikh Flexi Cap Fund - Direct Growth,08-01-2020,27.80380
Parag Parikh Flexi Cap Fund - Direct Growth,07-01-2020,27.76400
Parag Parikh Flexi Cap Fund - Direct Growth,06-01-2020,27.65390
Parag Parikh Flexi Cap Fund - Direct Growth,03-01-2020,27.97970
Parag Parikh Flexi Cap Fund - Direct Growth,02-01-2020,27.95040
Parag Parikh Flexi Cap Fund - Direct Growth,01-01-2020,27.80180
Parag Parikh Flexi Cap Fund - Direct Growth,31-12-2019,27.74550
Parag Parikh Flexi Cap Fund - Direct Growth,30-12-2019,27.89690
Parag Parikh Flexi Cap Fund - Direct Growth,27-12-2019,27.87830
Parag Parikh Flexi Cap Fund - Direct Growth,26-12-2019,27.62130
Parag Parikh Flexi Cap Fund - Direct Growth,24-12-2019,27.72820
Parag Parikh Flexi Cap Fund - Direct Growth,23-12-2019,27.64950
Parag Parikh Flexi Cap Fund - Direct Growth,20-12-2019,27.59450
Parag Parikh Flexi Cap Fund - Direct Growth,19-12-2019,27.47480
Parag Parikh Flexi Cap Fund - Direct Growth,18-12-2019,27.40850
Parag Parikh Flexi Cap Fund - Direct Growth,17-12-2019,27.35190
Parag Parikh Flexi Cap Fund - Direct Growth,16-12-2019,27.19520
Parag Parikh Flexi Cap Fund - Direct Growth,13-12-2019,27.28620
Parag Parikh Flexi Cap Fund - Direct Growth,12-12-2019,27.23580
Parag Parikh Flexi Cap Fund - Direct Growth,11-12-2019,27.13320
Parag Parikh Flexi Cap Fund - Direct Growth,10-12-2019,27.13010
Parag Parikh Flexi Cap Fund - Direct Growth,09-12-2019,27.26530
Parag Parikh Flexi Cap Fund - Direct Growth,06-12-2019,27.15500
Parag Parikh Flexi Cap Fund - Direct Growth,05-12-2019,27.29610
Parag Parikh Flexi Cap Fund - Direct Growth,04-12-2019,27.33190
Parag Parikh Flexi Cap Fund - Direct Growth,03-12-2019,27.21690
Parag Parikh Flexi Cap Fund - Direct Growth,02-12-2019,27.41990
Parag Parikh Flexi Cap Fund - Direct Growth,29-11-2019,27.59240
Parag Parikh Flexi Cap Fund - Direct Growth,28-11-2019,27.67380
Parag Parikh Flexi Cap Fund - Direct Growth,27-11-2019,27.53090
Parag Parikh Flexi Cap Fund - Direct Growth,26-11-2019,27.48020
Parag Parikh Flexi Cap Fund - Direct Growth,25-11-2019,27.45610
Parag Parikh Flexi Cap Fund - Direct Growth,22-11-2019,27.31720
Parag Parikh Flexi Cap Fund - Direct Growth,21-11-2019,27.50100
Parag Parikh Flexi Cap Fund - Direct Growth,20-11-2019,27.54050
Parag Parikh Flexi Cap Fund - Direct Growth,19-11-2019,27.49340
Parag Parikh Flexi Cap Fund - Direct Growth,18-11-2019,27.43510
Parag Parikh Flexi Cap Fund - Direct Growth,15-11-2019,27.39390
Parag Parikh Flexi Cap Fund - Direct Growth,14-11-2019,27.36610
Parag Parikh Flexi Cap Fund - Direct Growth,13-11-2019,27.22410
Parag Parikh Flexi Cap Fund - Direct Growth,11-11-2019,27.39400
Parag Parikh Flexi Cap Fund - Direct Growth,08-11-2019,27.44400
Parag Parikh Flexi Cap Fund - Direct Growth,07-11-2019,27.51140
Parag Parikh Flexi Cap Fund - Direct Growth,06-11-2019,27.54290
Parag Parikh Flexi Cap Fund - Direct Growth,05-11-2019,27.45310
Parag Parikh Flexi Cap Fund - Direct Growth,04-11-2019,27.41280
Parag Parikh Flexi Cap Fund - Direct Growth,01-11-2019,27.38420
Parag Parikh Flexi Cap Fund - Direct Growth,31-10-2019,27.26330
Parag Parikh Flexi Cap Fund - Direct Growth,30-10-2019,27.22420
Parag Parikh Flexi Cap Fund - Direct Growth,29-10-2019,27.27980
Parag Parikh Flexi Cap Fund - Direct Growth,25-10-2019,26.93140
Parag Parikh Flexi Cap Fund - Direct Growth,24-10-2019,26.92830
Parag Parikh Flexi Cap Fund - Direct Growth,23-10-2019,26.85550
Parag Parikh Flexi Cap Fund - Direct Growth,22-10-2019,26.92110
Parag Parikh Flexi Cap Fund - Direct Growth,18-10-2019,26.93150
Parag Parikh Flexi Cap Fund - Direct Growth,17-10-2019,26.67040
Parag Parikh Flexi Cap Fund - Direct Growth,16-10-2019,26.49870
Parag Parikh Flexi Cap Fund - Direct Growth,15-10-2019,26.27510
Parag Parikh Flexi Cap Fund - Direct Growth,14-10-2019,26.12670
Parag Parikh Flexi Cap Fund - Direct Growth,11-10-2019,25.84140
Parag Parikh Flexi Cap Fund - Direct Growth,10-10-2019,25.83400
Parag Parikh Flexi Cap Fund - Direct Growth,09-10-2019,25.92500
Parag Parikh Flexi Cap Fund - Direct Growth,07-10-2019,25.88350
Parag Parikh Flexi Cap Fund - Direct Growth,04-10-2019,25.76890
Parag Parikh Flexi Cap Fund - Direct Growth,03-10-2019,25.89420
Parag Parikh Flexi Cap Fund - Direct Growth,01-10-2019,26.23160
Parag Parikh Flexi Cap Fund - Direct Growth,30-09-2019,26.32610
Parag Parikh Flexi Cap Fund - Direct Growth,27-09-2019,26.51030
Parag Parikh Flexi Cap Fund - Direct Growth,26-09-2019,26.58010
Parag Parikh Flexi Cap Fund - Direct Growth,25-09-2019,26.48240
Parag Parikh Flexi Cap Fund - Direct Growth,24-09-2019,26.85610
Parag Parikh Flexi Cap Fund - Direct Growth,23-09-2019,26.89040
Parag Parikh Flexi Cap Fund - Direct Growth,20-09-2019,26.30880
Parag Parikh Flexi Cap Fund - Direct Growth,19-09-2019,25.52360
Parag Parikh Flexi Cap Fund - Direct Growth,18-09-2019,25.70890
Parag Parikh Flexi Cap Fund - Direct Growth,17-09-2019,25.71100
Parag Parikh Flexi Cap Fund - Direct Growth,16-09-2019,26.10900
Parag Parikh Flexi Cap Fund - Direct Growth,13-09-2019,26.16020
Parag Parikh Flexi Cap Fund - Direct Growth,12-09-2019,26.01580
Parag Parikh Flexi Cap Fund - Direct Growth,11-09-2019,25.91750
Parag Parikh Flexi Cap Fund - Direct Growth,09-09-2019,25.87720
Parag Parikh Flexi Cap Fund - Direct Growth,06-09-2019,25.73400
Parag Parikh Flexi Cap Fund - Direct Growth,05-09-2019,25.45320
Parag Parikh Flexi Cap Fund - Direct Growth,04-09-2019,25.34840
Parag Parikh Flexi Cap Fund - Direct Growth,03-09-2019,25.33890
Parag Parikh Flexi Cap Fund - Direct Growth,30-08-2019,25.46650
Parag Parikh Flexi Cap Fund - Direct Growth,29-08-2019,25.32950
Parag Parikh Flexi Cap Fund - Direct Growth,28-08-2019,25.38700
Parag Parikh Flexi Cap Fund - Direct Growth,27-08-2019,25.43620
Parag Parikh Flexi Cap Fund - Direct Growth,26-08-2019,25.31300
Parag Parikh Flexi Cap Fund - Direct Growth,23-08-2019,25.25680
Parag Parikh Flexi Cap Fund - Direct Growth,22-08-2019,25.30230
Parag Parikh Flexi Cap Fund - Direct Growth,21-08-2019,25.34250
Parag Parikh Flexi Cap Fund - Direct Growth,20-08-2019,25.44960
Parag Parikh Flexi Cap Fund - Direct Growth,19-08-2019,25.33420
Parag Parikh Flexi Cap Fund - Direct Growth,16-08-2019,25.21510
Parag Parikh Flexi Cap Fund - Direct Growth,14-08-2019,25.34050
Parag Parikh Flexi Cap Fund - Direct Growth,13-08-2019,25.17580
Parag Parikh Flexi Cap Fund - Direct Growth,09-08-2019,25.60170
Parag Parikh Flexi Cap Fund - Direct Growth,08-08-2019,25.27810
Parag Parikh Flexi Cap Fund - Direct Growth,07-08-2019,25.12200
Parag Parikh Flexi Cap Fund - Direct Growth,06-08-2019,25.01660
Parag Parikh Flexi Cap Fund - Direct Growth,05-08-2019,25.08660
Parag Parikh Flexi Cap Fund - Direct Growth,02-08-2019,25.33260
Parag Parikh Flexi Cap Fund - Direct Growth,01-08-2019,25.22070
Parag Parikh Flexi Cap Fund - Direct Growth,31-07-2019,25.49590
Parag Parikh Flexi Cap Fund - Direct Growth,30-07-2019,25.50370
Parag Parikh Flexi Cap Fund - Direct Growth,29-07-2019,25.73390
Parag Parikh Flexi Cap Fund - Direct Growth,26-07-2019,25.59150
Parag Parikh Flexi Cap Fund - Direct Growth,25-07-2019,25.57330
Parag Parikh Flexi Cap Fund - Direct Growth,24-07-2019,25.48470
Parag Parikh Flexi Cap Fund - Direct Growth,23-07-2019,25.61000
Parag Parikh Flexi Cap Fund - Direct Growth,22-07-2019,25.54240
Parag Parikh Flexi Cap Fund - Direct Growth,19-07-2019,25.72460
Parag Parikh Flexi Cap Fund - Direct Growth,18-07-2019,26.02740
Parag Parikh Flexi Cap Fund - Direct Growth,17-07-2019,26.14040
Parag Parikh Flexi Cap Fund - Direct Growth,16-07-2019,26.16820
Parag Parikh Flexi Cap Fund - Direct Growth,15-07-2019,26.07760
Parag Parikh Flexi Cap Fund - Direct Growth,12-07-2019,26.06140
Parag Parikh Flexi Cap Fund - Direct Growth,11-07-2019,26.06140
Parag Parikh Flexi Cap Fund - Direct Growth,10-07-2019,25.87040
Parag Parikh Flexi Cap Fund - Direct Growth,09-07-2019,25.91600
Parag Parikh Flexi Cap Fund - Direct Growth,08-07-2019,25.91260
Parag Parikh Flexi Cap Fund - Direct Growth,05-07-2019,26.23770
Parag Parikh Flexi Cap Fund - Direct Growth,04-07-2019,26.42000
Parag Parikh Flexi Cap Fund - Direct Growth,03-07-2019,26.35630
Parag Parikh Flexi Cap Fund - Direct Growth,02-07-2019,26.28720
Parag Parikh Flexi Cap Fund - Direct Growth,01-07-2019,26.23430
Parag Parikh Flexi Cap Fund - Direct Growth,28-06-2019,26.07970
Parag Parikh Flexi Cap Fund - Direct Growth,27-06-2019,26.09400
Parag Parikh Flexi Cap Fund - Direct Growth,26-06-2019,26.05420
Parag Parikh Flexi Cap Fund - Direct Growth,25-06-2019,26.11600
Parag Parikh Flexi Cap Fund - Direct Growth,24-06-2019,26.07060
Parag Parikh Flexi Cap Fund - Direct Growth,21-06-2019,26.08620
Parag Parikh Flexi Cap Fund - Direct Growth,20-06-2019,26.09590
Parag Parikh Flexi Cap Fund - Direct Growth,19-06-2019,25.98150
Parag Parikh Flexi Cap Fund - Direct Growth,18-06-2019,25.95340
Parag Parikh Flexi Cap Fund - Direct Growth,17-06-2019,25.85200
Parag Parikh Flexi Cap Fund - Direct Growth,14-06-2019,25.99470
Parag Parikh Flexi Cap Fund - Direct Growth,13-06-2019,26.05800
Parag Parikh Flexi Cap Fund - Direct Growth,12-06-2019,26.13970
Parag Parikh Flexi Cap Fund - Direct Growth,11-06-2019,26.16580
Parag Parikh Flexi Cap Fund - Direct Growth,10-06-2019,25.93110
Parag Parikh Flexi Cap Fund - Direct Growth,07-06-2019,25.74790
Parag Parikh Flexi Cap Fund - Direct Growth,06-06-2019,25.63290
Parag Parikh Flexi Cap Fund - Direct Growth,04-06-2019,25.63140
Parag Parikh Flexi Cap Fund - Direct Growth,03-06-2019,25.90830
Parag Parikh Flexi Cap Fund - Direct Growth,31-05-2019,25.89350
Parag Parikh Flexi Cap Fund - Direct Growth,30-05-2019,25.92550
Parag Parikh Flexi Cap Fund - Direct Growth,29-05-2019,25.94170
Parag Parikh Flexi Cap Fund - Direct Growth,28-05-2019,25.94550
Parag Parikh Flexi Cap Fund - Direct Growth,27-05-2019,25.97450
Parag Parikh Flexi Cap Fund - Direct Growth,24-05-2019,25.77510
Parag Parikh Flexi Cap Fund - Direct Growth,23-05-2019,25.65350
Parag Parikh Flexi Cap Fund - Direct Growth,22-05-2019,25.73810
Parag Parikh Flexi Cap Fund - Direct Growth,21-05-2019,25.56310
Parag Parikh Flexi Cap Fund - Direct Growth,20-05-2019,25.72000
Parag Parikh Flexi Cap Fund - Direct Growth,17-05-2019,25.59490
Parag Parikh Flexi Cap Fund - Direct Growth,16-05-2019,25.38810
Parag Parikh Flexi Cap Fund - Direct Growth,15-05-2019,25.19670
Parag Parikh Flexi Cap Fund - Direct Growth,14-05-2019,25.28010
Parag Parikh Flexi Cap Fund - Direct Growth,13-05-2019,25.30970
Parag Parikh Flexi Cap Fund - Direct Growth,10-05-2019,25.40720
Parag Parikh Flexi Cap Fund - Direct Growth,09-05-2019,25.48860
Parag Parikh Flexi Cap Fund - Direct Growth,08-05-2019,25.50040
Parag Parikh Flexi Cap Fund - Direct Growth,07-05-2019,25.76000
Parag Parikh Flexi Cap Fund - Direct Growth,06-05-2019,25.84240
Parag Parikh Flexi Cap Fund - Direct Growth,03-05-2019,25.86150
Parag Parikh Flexi Cap Fund - Direct Growth,02-05-2019,25.89020
Parag Parikh Flexi Cap Fund - Direct Growth,30-04-2019,26.09990
Parag Parikh Flexi Cap Fund - Direct Growth,26-04-2019,26.19960
Parag Parikh Flexi Cap Fund - Direct Growth,25-04-2019,26.12830
