fund_name,date,nav
HDFC Top 100 Fund - Direct Plan - Growth,20-08-2018,145.03630
HDFC Top 100 Fund - Direct Plan - Growth,16-08-2018,144.88890
HDFC Top 100 Fund - Direct Plan - Growth,14-08-2018,144.89830
HDFC Top 100 Fund - Direct Plan - Growth,13-08-2018,144.86380
HDFC Top 100 Fund - Direct Plan - Growth,10-08-2018,144.88340
HDFC Top 100 Fund - Direct Plan - Growth,09-08-2018,144.85470
HDFC Top 100 Fund - Direct Plan - Growth,08-08-2018,144.77510
HDFC Top 100 Fund - Direct Plan - Growth,07-08-2018,144.73600
HDFC Top 100 Fund - Direct Plan - Growth,06-08-2018,144.72870
HDFC Top 100 Fund - Direct Plan - Growth,03-08-2018,144.68290
HDFC Top 100 Fund - Direct Plan - Growth,02-08-2018,144.71700
HDFC Top 100 Fund - Direct Plan - Growth,01-08-2018,144.68980
HDFC Top 100 Fund - Direct Plan - Growth,31-07-2018,144.54730
HDFC Top 100 Fund - Direct Plan - Growth,30-07-2018,144.47080
HDFC Top 100 Fund - Direct Plan - Growth,27-07-2018,144.39670
